1,0.000122
2,0.000005
3,0.000070
4,0.000079
5,0.000020
6,0.000030
7,0.000037
8,0.000042
9,0.000043
10,0.000055
11,0.000055
12,0.000061
13,0.000066
14,0.000076
15,0.000079
16,0.000088
17,0.000098
18,0.000098
19,0.000104
20,0.000111
21,0.000117
22,0.000149
23,0.000133
24,0.000137
25,0.000208
26,0.000152
27,0.000160
28,0.000165
29,0.000172
30,0.000187
31,0.000202
32,0.000190
33,0.000204
34,0.001834
35,0.000225
36,0.000233
37,0.000261
38,0.000240
39,0.000273
40,0.000263
41,0.000267
42,0.000273
43,0.001260
44,0.005724
45,0.000294
46,0.000302
47,0.000303
48,0.000314
49,0.000326
50,0.000575
51,0.000345
52,0.000351
53,0.000421
54,0.000386
55,0.000361
56,0.000372
57,0.000382
58,0.000583
59,0.000415
60,0.000409
61,0.000415
62,0.000437
63,0.000425
64,0.000447
65,0.000660
66,0.007119
67,0.000602
68,0.000471
69,0.000467
70,0.000497
71,0.000482
72,0.000494
73,0.000511
74,0.000546
75,0.001474
76,0.000477
77,0.000624
78,0.000750
79,0.000578
80,0.000557
81,0.000566
82,0.000584
83,0.000574
84,0.000598
85,0.001447
86,0.000651
87,0.000626
88,0.000652
89,0.000628
90,0.000629
91,0.000663
92,0.000650
93,0.000652
94,0.000844
95,0.000809
96,0.000839
97,0.002029
98,0.000710
99,0.000804
100,0.000733
101,0.000721
102,0.000756
103,0.000735
104,0.001165
105,0.000815
106,0.000792
107,0.000778
108,0.000791
109,0.000782
110,0.000986
111,0.000809
112,0.000818
113,0.000831
114,0.001049
115,0.000851
116,0.000868
117,0.000866
118,0.000862
119,0.000893
120,0.000900
121,0.000916
122,0.001069
123,0.000953
124,0.000923
125,0.000928
126,0.000940
127,0.000957
128,0.005890
129,0.000666
130,0.000652
131,0.009963
132,0.000530
133,0.000503
134,0.000831
135,0.000618
136,0.000512
137,0.000526
138,0.000493
139,0.000423
140,0.000420
141,0.000425
142,0.000428
143,0.000441
144,0.005940
145,0.000459
146,0.000428
147,0.000393
148,0.000376
149,0.000377
150,0.000398
151,0.000382
152,0.000390
153,0.000390
154,0.000406
155,0.000401
156,0.000574
157,0.000413
158,0.000404
159,0.000413
160,0.000464
161,0.000417
162,0.000424
163,0.000420
164,0.000432
165,0.000470
166,0.000437
167,0.000437
168,0.000391
169,0.000421
170,0.000378
171,0.000546
172,0.000386
173,0.000393
174,0.000391
175,0.000400
176,0.000398
177,0.000398
178,0.000408
179,0.000411
180,0.000523
181,0.000459
182,0.000409
183,0.000411
184,0.000412
185,0.000420
186,0.000418
187,0.000418
188,0.000425
189,0.000402
190,0.000379
191,0.000372
192,0.000695
193,0.000379
194,0.000387
195,0.000446
196,0.000380
197,0.000397
198,0.000384
199,0.000388
200,0.000387
201,0.000386
202,0.000394
203,0.000529
204,0.000419
205,0.000412
206,0.000395
207,0.000408
208,0.000403
209,0.000408
210,0.000415
211,0.000400
212,0.000409
213,0.000398
214,0.000401
215,0.000292
216,0.000405
217,0.000417
218,0.000404
219,0.000416
220,0.000406
221,0.000410
222,0.000415
223,0.000444
224,0.000415
225,0.000417
226,0.000426
227,0.000419
228,0.000421
229,0.000699
230,0.000436
231,0.000428
232,0.000429
233,0.000449
234,0.000435
235,0.000448
236,0.000433
237,0.000441
238,0.000488
239,0.000499
240,0.000444
241,0.000449
242,0.000572
243,0.000461
244,0.000455
245,0.000462
246,0.000457
247,0.000458
248,0.000464
249,0.000464
250,0.000464
251,0.000473
252,0.000480
253,0.000471
254,0.000482
255,0.000477
256,0.000478
257,0.000477
258,0.000574
259,0.000487
260,0.000491
261,0.000569
262,0.000490
263,0.000509
264,0.000491
265,0.000599
266,0.000498
267,0.000496
268,0.000557
269,0.000498
270,0.000506
271,0.000524
272,0.000508
273,0.000506
274,0.000507
275,0.000512
276,0.000515
277,0.000516
278,0.000535
279,0.000522
280,0.000518
281,0.000528
282,0.000524
283,0.000539
284,0.000527
285,0.000533
286,0.000530
287,0.000541
288,0.000566
289,0.000545
290,0.000812
291,0.000551
292,0.000556
293,0.000552
294,0.000553
295,0.000558
296,0.000562
297,0.000571
298,0.000561
299,0.000583
300,0.000560
301,0.000564
302,0.000569
303,0.000574
304,0.000578
305,0.000695
306,0.000582
307,0.000582
308,0.000583
309,0.000584
310,0.000587
311,0.000601
312,0.000593
313,0.000648
314,0.000595
315,0.000597
316,0.000861
317,0.000610
318,0.000603
319,0.000620
320,0.000607
321,0.000606
322,0.000617
323,0.000617
324,0.000621
325,0.000621
326,0.000618
327,0.000676
328,0.000631
329,0.000648
330,0.000638
331,0.000644
332,0.000633
333,0.000637
334,0.000637
335,0.000640
336,0.000748
337,0.000651
338,0.000647
339,0.000659
340,0.000744
341,0.000660
342,0.000663
343,0.000780
344,0.000791
345,0.000675
346,0.000710
347,0.000727
348,0.000675
349,0.000683
350,0.000724
351,0.000687
352,0.000677
353,0.000687
354,0.000688
355,0.000690
356,0.000692
357,0.000696
358,0.000689
359,0.000751
360,0.000700
361,0.001092
362,0.000734
363,0.000711
364,0.001092
365,0.000767
366,0.000738
367,0.000721
368,0.000858
369,0.000737
370,0.000729
371,0.000742
372,0.000729
373,0.000741
374,0.000741
375,0.000744
376,0.000740
377,0.000747
378,0.000753
379,0.000758
380,0.000745
381,0.001030
382,0.000754
383,0.000836
384,0.000770
385,0.000775
386,0.000759
387,0.000768
388,0.000907
389,0.000794
390,0.000778
391,0.000783
392,0.000777
393,0.000779
394,0.000784
